ME2;Share_Free_Shipping_SI;Share_Drop_Shipping_SI;Share_XDM_SI;Share_Fulfillment_SI;Share_Flex_SI;Share_Logistic_SI;Share_Logistic_SI_melinet;Shipments_Delivered_Same_Day;Shipments_Delivered_Next_Day;Shipments_Delivered 2_Days;Shipments_Delivered_menor2days;Unique_Receivers;Unique_Shippers;D1;D2;D3;D4;D5;D6;D7;M1;M2;M3;M4;M5;M6;M7;M8;M9;M10;M11;M12;Casos_confirmados_mms;Positividad_mms;Casos_activos;Casos_recuperados;fin_mes;feriado
137379;0,450876772;0,400301356;0,354370027;0,090334039;0,154994577;0,124516848;0,279999345;0,244176259;0,341255106;0,357705162;0,943136527;68531;10320;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;6789,1;0,1041;64823;1057597;0;0
166084;0,445581754;0,381228776;0,359835987;0,088437176;0,170498061;0,12144457;0,270916442;0,7357459;0,087997917;0,154907576;0,978651393;81335;10891;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;6827,9;0,102;63006;1064215;0;0
194029;0,461951564;0,371124935;0,355070634;0,089100083;0,184704348;0,125373011;0,282263118;0,315086291;0,176951616;0,207368758;0,699406664;95906;11392;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6735,4;0,1024;63172;1071217;0;0
185574;0,46563635;0,365622339;0,356973498;0,090589199;0,186814963;0,128590212;0,287312175;0,05525914;0,670805844;0,154120491;0,880185474;91577;11075;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6652,1;0,1017;63629;1077288;0;0
177977;0,472577917;0,371913225;0,345909865;0,090140861;0,19203605;0,131674318;0,301970183;0,060279274;0,211575198;0,577324098;0,84917857;87177;10980;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6577,1;0,0995;64562;1082365;0;0
166297;0,472275507;0,368755901;0,325826684;0,09857063;0,206846786;0,124794795;0,294051802;0,06794667;0,238472648;0,337779855;0,644199173;81745;10785;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6567,9;0,0993;62537;1090173;0;0
147213;0,470495133;0,383464776;0,343862295;0,084021112;0,188651817;0,125369363;0,292998889;0,08016278;0,270282928;0,361418836;0,711864544;73389;10588;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6439,3;0,1005;61883;1096959;0;0
137133;0,45917467;0,400173554;0,349923067;0,085231126;0,164672253;0,118213705;0,271659349;0,290535033;0,375403476;0,158830817;0,824769326;68682;10373;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;6345,6;0,1001;60339;1103635;0;0
159947;0,448292247;0,388266113;0,34744009;0,08839178;0,175902018;0,116876215;0,268168125;0,719547371;0,087641447;0,072110051;0,879298868;78734;11085;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;6264,9;0,1002;58170;1110130;0;0
190868;0,470592242;0,373535637;0,346385984;0,093907832;0,186170547;0,122162961;0,277457817;0,375700294;0,216999519;0,227682321;0,820382134;93439;11604;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6132;0,0996;58236;1116717;0;0
191268;0,474355355;0,370657925;0,339037372;0,103948387;0,186356317;0,154657339;0,349124857;0,063249366;0,709440016;0,150746797;0,92343618;93821;11637;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6060,9;0,0988;58180;1122420;0;0
200543;0,473309963;0,366410196;0,334716245;0,108575218;0,19029834;0,143246087;0,323141993;0,075695072;0,233213092;0,581099606;0,89000777;98988;11885;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6069;0,099;58810;1127221;0;0
195465;0,475752692;0,370900161;0,324697516;0,099025401;0,205376922;0,144501573;0,341028458;0,089132751;0,288102848;0,352695504;0,729931103;95719;11708;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6022,4;0,0997;56553;1134389;0;0
173757;0,486023585;0,394107863;0,337937464;0,087282815;0,180671858;0,142808635;0,335846248;0,095515543;0,292222682;0,381716348;0,769454573;86585;11505;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5975,7;0,0985;55418;1140917;1;0
191485;0,481980312;0,415416351;0,361835131;0,087119096;0,135629423;0,131623887;0,293178857;0,65573072;0,205368556;0,072006817;0,933106093;94953;11741;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;5902;0,098;53974;1146927;1;1
221128;0,467403495;0,391777613;0,353971455;0,090327774;0,163923158;0,126641583;0,285036693;0,516563639;0,137501981;0,124187668;0,778253289;108639;12467;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;5730;0,0971;52213;1152710;1;0
247983;0,48637205;0,390833243;0,347729482;0,084158995;0,177278281;0,138424811;0,320510546;0,35009843;0,169536483;0,26482845;0,784463364;124314;12845;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5595,3;0,0961;52400;1158842;1;0
241293;0,489620503;0,385183159;0,348422872;0,08201647;0,1843775;0,147650367;0,343022472;0,062701269;0,583064974;0,163198772;0,808965015;122263;12764;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5506;0,0958;52764;1163974;1;0
229350;0,48705472;0,37145847;0,330669283;0,090172226;0,207700022;0,147373011;0,35018649;0,063573634;0,164979458;0,608767549;0,837320641;115900;12474;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5407,9;0,0931;53896;1168300;1;0
221325;0,490676607;0,365308935;0,319046651;0,095000565;0,22064385;0,143372868;0,346271784;0,079717197;0,197999946;0,266136187;0,543853329;111117;12408;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5318,6;0,0917;52537;1174953;0;0
195555;0,499143464;0,386975531;0,332336171;0,075446805;0,205241492;0,136104932;0,333768058;0,090112492;0,214644767;0,260123378;0,564880637;97251;12065;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5282,9;0,0914;52510;1180600;0;0
195445;0,492721738;0,410596331;0,353219576;0,082156105;0,154027987;0,128568139;0,295303906;0,226501039;0,257561042;0,195509023;0,679571104;95811;12199;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;5197;0,0907;51854;1186031;0;0
202385;0,485994515;0,399224251;0,348607851;0,087121081;0,165046817;0,115023347;0,263979135;0,572699602;0,102435027;0,105127605;0,780262234;100357;12294;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;5266;0,09;51234;1190942;0;0
252807;0,494305933;0,387240069;0,348570253;0,078708264;0,185481415;0,139877456;0,327368333;0,329616427;0,161559579;0,22630399;0,717479996;121777;13257;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5347,9;0,0898;52825;1196335;0;0
246373;0,494993364;0,388374538;0,342557829;0,086576045;0,182491588;0,148904304;0,346987997;0,068887555;0,594350312;0,153256925;0,816494792;119674;13200;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5366,3;0,089;54262;1200901;0;0
241084;0,495955767;0,384388844;0,339665843;0,089976938;0,185968376;0,156501468;0,36425951;0,068398583;0,168564104;0,570507968;0,807470655;117033;13050;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5363,3;0,0897;56275;1204923;0;0
215065;0,500927627;0,374765769;0,325761979;0,09492014;0,204552112;0,161430265;0,383734554;0,069304265;0,190318835;0,255162585;0,514785684;104638;12382;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5410,3;0,0895;55648;1211242;0;0
172146;0,500859735;0,386410373;0,349784485;0,077637587;0,186167555;0,166562104;0,389689993;0,077830901;0,197678759;0,267861057;0,543370717;85590;11689;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5488,9;0,0901;56479;1216738;0;0
168222;0,488859959;0,405065925;0,367026905;0,091587307;0,136319863;0,154349609;0,336556534;0,075845444;0,243683337;0,281890337;0,601419117;82127;11539;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;5603;0,0906;56457;1222196;0;1
183694;0,486450292;0,37836293;0,35876512;0,086105153;0,176766797;0,153352859;0,344713656;0,333426184;0,138997215;0,164066852;0,636490251;88265;11664;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;5632,9;0,0915;56200;1227490;0;0
209650;0,495874076;0,367083234;0,350665395;0,089973766;0,192277606;0,168056284;0,381392076;0,285342927;0,139234912;0,246594643;0,671172483;101599;12144;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5635,1;0,092;58365;1233110;0;0
212103;0,500775567;0,35715195;0,343488777;0,095260322;0,204098952;0,176796179;0,402955083;0,073833368;0,565093439;0,160163564;0,799090371;102744;12014;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5757,7;0,0945;60416;1237885;0;0
199533;0,495973097;0,360942801;0,324537796;0,099823087;0,214696316;0,159367122;0,375546213;0,105895062;0,238284503;0,485054135;0,8292337;96986;11862;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5971,9;0,0956;62535;1242176;0;0
